1057422,281259	535658,555367,8918
2176384,554906,614491	1473762,1623987,345323
654409	507151
341651	436397,637622
1428704	1327308,228569
529881	129778,171426,1718911,50381
4498,549366,565555	372012,614675
4524,9361	531603,554407
2175465,270980	1332889
1854775,206352,852884	1327037,1327038,206352
405861,554883	173809,21686,49166,8695
1448752,344759,444846	219918,571396,86123
554714,680723,680724,680725,680726	550819,652744
168048	555198,565232
550126,550128	56289,645490
1408758	148419,554492
439117,531613,555198	322878,423545
1668887,1669,555383,8719	168594,533709,86726
637622	271872,86761
1580490,1580491,210098	1066554,311331
547754,565254	1327037,1358781,206352
2176081,614369	942113
144435,314837	531964
507112,614333,614556	1327716,287530
384740,389846,510483	554679,9218
1624082,8807	531688,554857,70365
547487,87251,9215	124395,614619
2238670	530515,554492
536481	1623805,262995
328501,9030	531582
778226,79339	495332
1462023,1808603,507061,555191,56246,614751,895269	85240,856490
536946,9683	160165,1624189,9115,9215
258474,546924,555407	1719334,318504
264257,565585	666497
301913	1327679,293231,548272,555077
4498,549365	258391,549365,549366,614376,614377,614463,614464,614465,614466
529881	637622
550537	776956
296237,507004,894594	550034,573644,573898
305916,507167,550240,554524	281056,305916,550240
1718959,814556	1327533,1327534,614663
1062239,2176344,296237,894594	501197,555013,614392,9307
1700050	1719154,76319
258592	182682,66324
296237,614376,614738,614739	554623,968728
221774,548490	1077462,1680442,221774,383713,548490,554778,554779,571037,7892
3588	1327791,9143
1100236,84805	180868,533360,8714,9022
1481963,1636092,906216	210863,469308
1327089,263001	1408692,601102
446860,554883	549601,856453
536946	263001,305916,353773,50354
342959,549420	168594,653344,86726
1853691,444846	1623800
413026	1969520,1969521,383839,495817,734919,8083
35952,9047	232430,614392,614651
47143,9537	1263173
56158,614650	1811053,4683
1853891,1997495,600635	99212
1347287,572073	441277,8908
130038,555253,96791	531643,69044
680723	430569,7768
4489,518919,565325,9481	358503,437470
263001,353773,554492	554637,634677
179964,760342	651364,760342
614474	1346499
340981,971054	25054,252209,531849,632346,9197
168594,653344,86726	531512,8800
1194364,32789	4498,549366,565555
1327569,350357	26053,635513
614322,614323	293211,551132,614322
1079749,547698,565254,565697,571706,680782	133910,1668053,895232
258394,555209	1327483,144511,1669,794501
204534,3961,69429	1058401,69429
389026	389026
411571,565394	139725,388119
536946	637622
145126,1719296	1993387,692341,963726
550455	1794691
258383,576927,814582	258383,576927,814582
311524,423873,426511,72292	1995915,258383,555303,576927,969527
437545,554606	554606,856210,856211,856212
531584,550130,550132,550133,550134,550136,550137,550138,550142,550143,614428	1378292,18492,614635
549775,9430	15332,177665,555307,555309,555310,600335
263970,284346,287883,5039,555058,9053	284346,404137,555058
148419,554492	1719480,328548,9197
1580490,210098	1776090,1776091,210098
536946	102017,499052,530739
614412	1995951,535658,632921
1430898,2239106	328664
296237,555055	2176539
550663	21665,263001,353773,70407
565282	614424,9003
554865,635996	181756,258399,430339
1461772,1461773	258394,314749,614491,614492
614392,652472	4489,449888,554857,554902
637622	637622,638677
1333478,529552,681486,807161,913126	1346598,295176,437505
143578,341651,895796	614596,96932
328501,50383	1854074,1854075,292612,51736,583708
258400,511018	210098,554706
636956	252043,258401
377050,4524,555101,614553	406676,856414
1057691,1528715	4469,550129,554767,856197,856198
1399224,1429036,853731	1698438,555303
1366241,577033,69796	296617,531516
296237,9264	406676,856414
2176173,894923,896106	560775,676700,86726
680893	614498
942783	614474
2176423,2176424,547852	342959,805713
549363	350861
1194364,555205,895623	531718,548233
34265,554492	423496,9197
548037,548038,62167,759900	18653,548037,549530
113779,554878	115457
287069,555431	118810,1537,69796
614715	210098,554706
200277,554538	258400,258401,511018
1327743,1727707,182672,344971	1718826,84667
554522	1359634,314153,549945
10142	431900,9197,9424
145531,2176020,2176021,296237	31476,856356,887973
614443,614444	530515,555181,9197
536946	166708,301881
550129,550132,550141,554444	275662,485940
182635,555051,614514	614488,8882
1461123,341642	236560,794335
1073333,491631	2049605,384773,384806,555460,685069
145531,2176020,2176021,296237	296237
168048	291203,994525
1288328,43550,529539	426322,529539
565752,639419,9215	438095
1402915,426511,796115	1194719,555453,942235
511018,554754	552665,614386
24231	1473692
372012,614675	30080,423923,526324
133910,511031,555209	1565335,2176676,372260
296237	1327592,262319,531630
220887	220887,760075,99472
572777,70775	401174,51633,554622,607618
1429036,1430478	547746,565446
70182,721791	547700
1287735,638334,70365	1102826,1346348,1718993,503201
554890	636743,8061,813668
1427261,1427262,1427263,1427264,273071	423496,9197
1278757,268394,551597	1278757,1719519,551597
180108,210696,350772,529910	179094,341844,531709,73969,92138
1718895,1718918,1718919,555352,577668,577669	1719462,554942,554943
258392,314749,507061,554838,933645	1198399,388902
532453,614476,680774	1995532,550455
1995673,550140,63297,70358	83968,83969
554786,901336	372012
241056,377050,491506,558371,894465,9248	519238,627915
444352	1327037,1358781,206352
558159,9614	5039,531849
171858,179468,196395,256897,29478	1428346,533360
614396,638334	258401,511018
1194967,614516,780200	33742,856267
289462,554880	4524,555444
183767,394686,426542,4524	550131,652748
555005	614480
17997,457187,805480,805481	1401984,1448523,270980
29187,340981,438095,550139	555096,614423
1428306,1428307,1428308,1428309,236560,389852,570760,576088	1378824,1428306,236560,389852,570760,614714,8828
75458	558623
171604,449423	1327046,1835066,331147
529881	531627,576956
1083696,9475	1209273,577204
296237,547266,554809	1428493,1854442,1854443,1854444,1854445,453200,50382,92889
1408843,776792	576927,856261,9297
169832,531608,549470,9003	33753,415216,946302,946304
21665,389015,412787,4790,571395,90028	15332,1605334
1995667	667414,8828
173604,438095,9215,9683	258400,258401,511018
435987	258400,258401,511018
171426,406768,555460,565183	426322,529539
555478,555479	341585
614567	614543
1346561,210296,576956	1346561,210296
33927,565503	372012,614675
547487,551883,9215	139449,210098,21663
119997,532074	532074
328005,554642,9215	11425,534461
549363	272983
894755	547452,614742
511031,8746,895069	193918,328116
1576634,681439	555198,565232
1448691,2099280,369834,370803,409082,548680,779876,812543,9197	148419,554492
614490	614490
1719518,439196,554863,614381	1564465,511018
33742,555213,555214	124395,344904
210628	182765,350357,446747,93235
529881	1580066,353773
51926	498008,8918,942597
1100286,531584,550132,550133,550142,614428,614516,614517	1226345
1580419,1580420,555060	1327777,316992,531622
1718964,179094,225730,43268,856413	179094,225730,856413
536946	1995826,249773
160165,292274,531846	1278114,292274,547754,653053,951356
258394,555209	555382,555383
206352,555071	1580131,1580132,1995922
263052	210697,859363
291065,511018	258401,291065,511018
1403049,1403050,166602	1264080,133259,1358735,166602,377050
199459,5134,614446,98428	258394,531675,547714,561752
372031	210660,2176218
1854562,460111	1346832,375745
1327827	271872,86761
1430435,1430436	1327653,1680587,549775,551082
1412865	710105,86356
75458	50355,662703
159402,756067	4792,4793,536473,85099
548526	154006,571971,778739
549518	531505
1431712,550128,550130,614465	113779,171713
947134	1356267,1854630,441277
78644,789218	507240,8908
1327791,9143	1149731,1327615,9143
1728962,214436	179094,534137
536946	1621,614609
555118,555310	1346335,291065,638335
565359,906200	1719085,554407
296237	1006436,1217
1496477	426322,529539
662652	125406,424812
388462,388463	115457,143578
1697808,398481,968262	1428663,491506
529353,555051	572866,74453
9361	33751,342989,667448,667449,856260
555372	558623
133910,534140	1427075,895986
1342136	1995669,341625,425072,491796
511018,551883	258400,511018
221742,4701,662796	221742,4701,662796
1428288	1449971,1767238,251098,565828
1217,4524	1217,1718764,1853832,7425
2176623,2176624,2176625,2176626,394686,4524,554739,554904,561082,565860,8702,8807	299773,807738
169369,21666,9113	169369,258385,366187,9113
1346331,554461	404150,413590
10414,1428425,554868	381918,555151
133910,614322,808189	153,293211,511031,9283
1428618,1428619,252294,50228,531567,571159	1202484,2049577,2049578,350085
547093,550132,550135,550141	1359567,36473
29478,358509,490646	565666
4524,555171,565232,808189,9430,9435	301620,555147
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	614438
1793122,531584	1539234
439196,554863,93996	1564480,171426,406768,555460
50573	1719270,413009,896125
1942,1958	106,161214,175294,1945,5046
830226	406594,7723
340981,971054	291150,530243
182765,583031	182765,583031
133910,534140	133910,1668053,895232
529881	649995
485940	1539065,531517,554790,614678
531545,63396,88831,9264	375745
637133	182719
221018,273931,649228,72857	1995679
168048,168049	168048
1719246,4524	344999,86726,9316
160165,1692609,50383,533848,9215,9377	120185,127957,1343932,1428430,2138372,2176804,239830,328005,50383,507063,577011,9215
1377409,76300	531613
172108,328005	438101,550230,814183
5046,558391	256835,284346,5046,510830,639211
271872,86761	554883
547547,555191,614650,86726	259956,293136,6962
1356374,662807	119997,856419
1062239,2176344,296237,894594	1327155,1473832,9290
560775,761059,86726	761059,86726
287069,776956	536946
971476	407448
438095	565914
1462458	565473
160363,614327,814202	293211,507061,635847
555278,600335	177981,497965,614392
353773,614552,9197	1718971,1719023,258394,555029
111108	258400,258401,511018
1948,5046	529928
210098,554706	1253118
1100286,531584,550132,550133,550142,614428,614516,614517	789399
10414,1428425,554868	1428428,160024,206352,65328
1537,614641	614641,69796
263001,296237,507004	650078,894406
1428591,555523	1428584,197304,576927,86723
296237	571835
143578,554413	292612,635913
894902,895157	258635,549366
531505	252043,692341,963726
550663,9197	1427183,1719058,1719059,202240,235747,4701,550663,77004
614429	1027153,23097,23098,23204
134622,179094,2176220,232437	1090603,1583781,1583782,1624352,248309,408662,815335
171858,831146,9212	9212
562319	293211,511089,555310
531584	1310509
554648	148419,292356,295895,69044
501197,555013,614392,9307	438101,9683
271872,444847	1854102,1854103
179094,510517	179094,510517
122070,283677,586311	46934,531951
1428517,290783,555065	382617
75458	635050
291065,49452,511018,576956	258385,314749,555275,8882
554683	555198,565232
565666	2108943,436804,439150
1429726,1429727,535605,99556	446998,449423,535605,99556
263970,437472,781399	438095,9215,9683
1346320,539600,614723,703674	131947,570704,667359
228423,614721	258401,511018
529881	1327777,316992,531622
113659,859363	69043,856269
614417,636712,636713	258400,258401,511018
139658,328501,416614,4792	139658,328501,4792
133910,1621,501197	228679,413072,560988
1510912,162730,322173,531722,531723	1510912,162730,322173,531722,531723
572866,710453,710454,806357,86757,894884	1327533,1327534,614663
136340,550126,550136	180868,533360,8714,9022
1679,550456	1728981,1729004,1729009,1729010,1729011,1792476,2176114
133259,1358735,1358737,166602,1680641,212301,377050,386475,587301,704471,84183	166602,550398,9197
444352	435987
614586	614641,69796
169369,258394,41491	336609,43268
139772	1346716
10142,1928	16377
171858,554485	1384719
536946	1327513
554865,9683	2015367
1564478,539600,555464	1218316,444853
536946	258394,8745
531584,550130,550132,550133,550134,550136,550137,550138,550142,550143,614428	267815,548897,614600,99185
651723	389002,680463
555326,8807	531556,552156,9003
125406	124395,1570883
1194691,1402898,1402899,1402900,1402901,170906,555452	168528,172301,1854178,296237,305916,342780,856294
1327653,1680587,549775,551082	9361
558909	1473646,1551315,264512
598705	554590,555393
1452,218598,457443	305930,550140,572906
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	1327735,531603,554407
163146,548578,554554	353773,531635
1473501,328005,555013	1346853,221774,302379,554778
1719299,554790,669520	1268220,1854424,554790
5015	674592,675027,898251
17997,457187,805480,805481	1580593,17996,805480
638334,70365	258400,258401,511018
4498,942513	100158,614384
1327326,168594,413326,86726	1428346,533360
550128,550132,550134,614428,807049	1527332,638334,805505
551449	114740,1511309,614451
813780	153,175807,347687,555041,69044
1585577,412967	2049605,384773,384806,555460,685069
155634,76316	555002,614492
536946	477810
358568	358568
446998,535605,856475	446998,449423,535605,99556
292356,368858	1194964,1669,339475,416832
25819,439117,518919	322878
324976,723594	258400,258401,511018
639137	63396,781519,88831
258401,554864	375745
555038,76703,9143	1066452,15714,2176750,2176751,2176752,35,555077,73175,76703
44866,511018	292612,856265
196271	531557
1492559,263987	160165,554475,554669
536946	182672,344971
550666,666929,6720,806721	562517,806721
1428513,507063,614390,9215	1624157,236486,331327,358503
139511	249446,63059
4498	555051,614412
614412	224710,410755
662653	350104,638142
614396,638334	1280434,1719513,1719514,1719515,1719516,305916,576956
29478,814133	341651,9215,9683
1137097,314749,547093,830962	1428568,461785
552127	1327231,449423
119478,301881	119478,206352,301881
638485,942780	1522693,155634,155635
188275,555063	1719250
140632,969525	1719480,328548,9197
388493,942931	614459,73912
636646	1537,314733
531505	181775
2176743,2176744,554769,554770,554771	149305,1995603
1327480,168047	168047,182721
577204,614737,9475	437505,554563
1527644	2015367
166708	555039
133910,350861	389821,549601,856453
258400,437646	127037,215339,281120
501197,554535,9215	153179,519265,83972,96932
555217,968787	387475,4790,51656
577204,614737,9475	132240,1327499
1452,535560,554555	217146,554555
1718964,179094,225730,43268,856413	179094,1853944,43268,65343,856413
895848	1452,1854824
1263173	174601,4826
291150,614587	179094,225730,856413
296237,547266,554809	531643,8918
210662	1327777,316992,531622
1408692	1408692,601102
681205	681205
292356	219758,292356,8744
24026,627915,629127	1473809,1780,191791,24026
650602,830968,830969	370292,37098,789506,805611
531808	1327228,86757
1194769,1429172,341207	614499,66227
196577,34624,614553	834387
942642	1327414,850671
555514	144526,1854231
52264	856222,856223,98428
555209,83972	29478,813774
614671	614467
614553,68612	1428276
260227,50355,554890	525352
258392,507061,550143,554838,933645	614488,8882
1326868,547539,651110,651111	1327268,228644
1719130,1719131,413436	1564383,9113
267815,548897,614600,99185	1377481,531859
572829,66253,66254	96126
550128,550132,550134,614428,807049	2145420,848374
102017,499052,530739	1408698,448346
477320	18707,23556,23958,24052
1719037,491308	555370
120185,160165,2145110,511125,533848,577289	549420,554921,577289
406756,531838,549075	459681
560892,571232,7970	302990,560900
1995801,271872,301881,81654	1948,405990,81654
460111,534461	328005,555013,9215
133910,555101	1566383,258391,554782,856239
832695	1696421,853914
614488,8882	144979,178131,291301,558249
554492,79130,8744	554492,601242
554522	549775,9430
518919	345323,507240,9150
508129,9248	258378,501195,531643
271224,558280,635050	558623
310586,555297,555300	145126,614715
614369	410748,555191,560775,856332
171577	1225887
229707,554401,555102,555103	169369,448349,9113
555118,555310	614324,614325
529881	531377,554413
529620,536946	554754,662686,662687,9683
1327791,9143	1058081,195326,391844
550883,565261	305452,547132,614728
639233,6650	181756,314733
21682,490651	258401,554688
4495	531603,554407
69429,79631	105545
1038333,1718994,1792450,258392,341642,370803,394686,409082,409753,490646,554989,555362,565857	265258,554755,70365
51642,531576	413072
535627	364251,638493
134622,179094,2176220,232437	2176000,424044,548578
1792529,228521,305916,547132,551745,8778	1792476,577120
547051,549793,614676,614677,614678	4498
1327663,1327664,293205,406676,491506,614358	344999,86726,9316
1340144,554557	258378,501195,531643
547187,547188	168594,653344,86726
1304709,614623	1058401,69429
84805	531696,558483
4498,549365,614378	2176662,550549
1194384,614677	531505
287069,555431	485944,9482
913047	319443,548320
1269236,1783041,1954110,309937,554601	1194773,1269236,1848645,1995893,353632,554601
680893	287530,72165
549420,549908,565709	160165,531760
1402891,14692,537156	180990,761059
298289,550140,90966	19358,808362
649870	1995859
256897,639439	703674,856452,9307
1391790,253693	152692,548552
219758,292356,8744	292356,614473,8744
525352,614376	275661,275662
409213,409214	1304189,1327069,1327070,1363
21663	1470747,805480
1408769,1429429,170906,489240,550472,863438	1612118,322048
344999,86726,9316	1300694,168594,86726
704802	252043,692341,963726
501197,555013,614392,9307	171456,856430
1279787,1358763,1427130,1427131,1427132,1427133,1427134,1427135,228521,444804,551745,554484,554678,595549	1995532,550455
562319	1621,942136
534382	263970,550094,614540
296237	133910,2176345
511018,554754	144761,614545,972114
475993,784909,989278,989279	1830721,1987264,352305,352306
550132,554437	133910,555101
350326,8746,9307	555096
614488,8882	341620
1719242,1719243,550109,56289,614625	1993189,56289
1364660	181775
554883	449888,555405,614392
1057691	191791,24026,627915
276570	614616
1080354	1001965,293370
1719238,194279	1993344,4524,555273
536946	177981,64189
759939,808695	322173,531720,531721,531722,531723
1382435	595564,595565
1056126,402539	33735,790378,791076
118810,1537,21682,69796	356914,581993,669409
1346585,555071,5562	113593,289759
565473	1343900,1518518,412787
50381	169369,176173,179829
229707,4701,555102	1496776,1719495,1719496,232312,627547
554763,84368	1729046
258400,258401,511018	182625
490646,550472,554865	438095,614392,9215
140755,477810	140755,531495,531573,8908
565561,595115	1408692,601102
614333	614333,614334
511125,554688	511018
565473	22072
210697,859363	350357
439196,554863,93996	48784
1995440,535605	1718959,258378
405861,554883	554865
555051,614494	258635
536946	2124,601233
2176474,614392,614408	554754,813774
180990,651184,761059	1345,297824,569453
125406	555081,9271
171858,490646,554865,9430	476115,638321
33748,5005,600635	9361
69868	341651,501197,614392
547093,555217	614322
551449	350326,576850,8746,9307
86787,86788	140755,477810
1040726,334775,3865	1244048,214372
1094753,560775	653344,789266,86726
139772	1887697,296617,69796
9361	1428584,197304,576927,86723
18691,681886	1854527,18691,23776
1564478,539600,555464	1718991,614449,614451,614453,614455
1268810,426511,529368	112945,457775
228679,856229	293211,511031,9283
273235	104500,1077552,2247
229707	600323,600324,614557
16168,16169,601186	555345,555346
459681,511005	459681,511005
248978,662866	50355,662703
547993	1719322
113379,1192269	1718867,1718868,39650,555419,969488
263052	554688,577193
529884,577120	1668902
1718035	221018,806611
550663	554428,555309
160165,554755	210687,384806,554766,572861
1327089,263001,70565	1327089,263001,328674,79130
1679,550456	1226512,1719061,555325
258401,511018,9683	258400,258401,511018
120185,160165,2145110,511125,533848,577289	345320,667359
2239103	182879,614678
1047630,321968	555205,557055
394686,4524,8807	124395,1428326
614488,8882	1718959,814556
1837861,1837862,1837863,651965	171991,759987
401174,4792,68681	1775665
1428300	1116112,1969269,1969270,693402
529426,70365	459685,8918
52264,614325	52264
439196,554863,93996	565232
69287	258592
305916,507167,550240,554524	2004751,2166264,228679,547130,547131
511018,555355,9482	1659015
1280142,56289,573003,573005	1157611,444956
565607	1384764
221744,328501	1794691
529881	47144,85240,856322,856323,856324
37098,614330,614331	555041,555372
1428587,1428588,9248	565859,9113
778226,79339	1545406,1608814,1775963,398497
353605	168048,571705
48784,549676	168048
115457,143578,251098	160165,554688,577011
533751,614327,68645	614649,614650
554824,968284	1915870,554407,554479,577120,8918
291150,614587	179094,1853944,43268,65343,856413
554906,554932,9218	328005,554642,9215
554757,9435	554868
485940	570784,570786,66237
638386	331321
614490	49452,539600,555209
1462023,1808603,507061,555191,56246,614751,895269	4358,9097
1085153,1668878	469181,548320
292356,554461,9197	1719548,8744,9197
536384	1327735,554824,577120,8918
119478,206352,401174	523250,775649
529881	1719379
1660303,310387	1660303,310387
519346,805179,86757	241310,37097
501197,555013	552127,856400
550136,614333	1041004,412836,70172
533489,559019	533489,559019
196538,549908	813774
276453,554670	1995859
1358783,160165,50383,856436	2049547,87707
179094,531709,92138	179829,253751,263970,34949,534461,555058,65269,69043,8744,9097,9197,9290
554492	595502,614366,85240
547628,565440	1327562,444692,874907
572541	301620,555147
511018	170646,518919,9372
292356,460111,554461	183767,555361,555362,555363,9197
4489,449888,554857,79857,856225	4489,449888,554857,79857,856225
2234352	554492,601242
119478,215339,4862	459687,4862,81654
236466,9241	205938,236467,436397
258400,511018	144761,328501,9030
228679,856229	281056,305916,550240
1428404,263052,554389	210449
555370	1473749
179416,723448,724442,855436	113257
565586	1327129,396580
51632,614420	669342
301913	446860,554883
555431	31476,9241
536946	47144,85240,856322,856323,856324
1402962,554601	288663,759295
1384642,511018	1096361,1698751,570673
1158408,36600,825492	1253118
296237,547266	1624017,206352
1149731,1327615,9143	1327661,1429234,314714,9143
549072,895876	194008
150460,258378	4498,549366,614376,614377,614378
15332,555281	554606,856210,856211,856212
565394,565677	1346561,210293
256897,639439	1536
72288	25275,301881,596329
1251535,148474	531696,558483
560775,575557,894934	531512,63648,8719
1719051	444589
554562	168047,856299
614630,66227	1481070,554729,761274
276453,37098	1346832,375745
555088,555089,856443,8918,894660	293211,511031,9283
292356,554461,9197	531605,614404,90966
614412	1995522,614412
134622,179094,2176220,232437	1969136,1969137,437230
1346697,576089,576090	1792485,231507,34193
1300327,426511	1428364,9297
159879,181672,636672	258401,511018,9683
536416	341651,555220
258400,511018	441249
554890	1327373,144526
256897,639439	29478,358509,490646
444847,490646,554485,614723	1718980,444847
1452,218598,457443	35473,4502,457755,9236
4489,518919,742717,9481	328605,511018,555355,555356,555357,9482
1679,550456	614573
228415,345016,461586	1327053,345015,345016,543076
289809,49928	1101333,1178684,1345388,281281,306191,377907
1327381,8083	1327046,1835066,331147
48784,549676	1854156,1854157,554790,667360
413046	4470
4489,554902	554688,577193
4481,52668,684725	220887,760075,99472
555209,555355,614723	102181,577692
296237,555032,555053,555054,555055,555056,9113	1269235,2176508,554601
1564490,555209,555272,70365	292356,550034
56158,614650	547187
377050,425451	535658,555367,8918
565747	1492566
554522	258400,614544,636994
1278133,1278134,413129,555292,589393,65157	293190
1358743,370292,789506	370292,37098,789506,805611
113779,554878	406079,70407
614388	576927,856371
1332963,1332964,415190	555303,669257
550129,550132,550141,554444	258635,549366
1100406,1824058,529883	554562
636956	148512,637657
74633	273212,273213
49452,531863,555355,577011	1675,644172,856499,9264
547487,87251,9215	200277,21674
328005,554642,9215	232430,614392,614651
614715	1492555,314749,667449
196271	2108944,406433
102181,1402076,1539068	1679
4498,549366	594980,807987
1461258	160165,293329,614638,614639
577204	1461123,258392,314748
600335,942740	444352
562319	1327827,174601,221115
15332,555281	15332,555508
1719502,381796,547711	1428288,160165,50383
101786,145524,170900,1923713,311249,577193,9377	328605,531863,555355
555098,662916,662917,85240	315328,555096
1194964,557999	164443,652633
242438,555278	1854271,193536,614530,614679,7797
562319	437505,554563
1331942,1432937	1001498,627821,65240
462390,968677	1854074,1854075,292612,51736,583708
548832	498987
536946	292612,856265
141880,614623	314873,531643
221744,410759	1289741,286341,33989
531627	1668908,1669
491528	389846,510483
1432035,614411	1516936
115457	115457,143578,251098
227437,451439	426322,529539
581106,581753,895030	1673050,529620
1310308,1310413,9143	1310308,305927,9143
328501,50383	531643,555309,69044,894594
164070,258528,895853	1322706,270980
15332,555307,555308,555309,555310,555311	210660,2176218
554883	258392,404150,555156
639081	47090,596329,9030
394686	168846,1763374,942813
289969	1854770,289969
289462	286980
4471,549420	530384,9197
554893,8744	139658,328501,4792
179101	118112
139449,806611	1776090,1776091,210098
210745	113659,165033,210696,531852
289462	1995597,550455
662924	25084,581709
415227,614696,793716	292356,8744
1428569,210873	257814
179829,1853682,263001,507004,894465,9248	263001,525352
555096,614423	1116792,806959
258400,258401,511018	1141430,1358804,1854083,291323,59965
4524,9361	426542,555463,8849
614488,8882	550136,550140,555514
113347,1218029	221019,554706
276566,4961,547092	1969072,572359,583339
636956	1719323,258401
1413191,1413213,460371,571682,571683	1327740,793910,795657
314749,341642,404167,550131,614751	1719116,577289
84368	895082
228423,258394,555508	258394,8745,8746,8807
491506,555041,614358,8807	1738124,1780
791449	228423,614619
148419,162991,503185,9197	25054,252209,531849,632346,9197
1332963	139347,375745
210795,272949,50573	50573
344999,554533,807593,86726	4524,856348
531691	51642,554429
172238,48784	518888
287405,485841	4701,636852,822339
51926	1207470,168594,86726,9316
258394,555209	1345,614683,614684,69043
555118,555310	1894117
296237,614376,614738,614739	806554
1192262,1472496	221742,4701,662796
296237	781707
536497	4790,79274,9047
51926	554658
536946	547746,565446
894499	457775
1226749,1269414,285775,555460,565232	1125491,555460,680031
264256,565498	372483,554679,9053
268274,662157	169369,448349,9113
554637	182682,66324
555372	531643,9683
299518,4502	291323,4790,614605
296237,507004,894594	1854729,430242,80630
529620,536946	506989
152235,218833,894801	152235,218833,7619
1461350,404167	555427,69502,806369
169369,258394,41491	179094,2145110,341844,531508
554491,9248	4524,550549
1428450,1719114,1719115,554390,554391,614464	446860,563732,895602
258394,497965,8745	350326,9307
341651,554521,614392,9215	341651
216846,219758,325086,510589	1214615,216846
4470	305924,9475
529881	614707,614708
165091	228423,614585
1403030,895668	1194719,555453,942235
1408736,1481463,1481464,291369,554721,894919	1664584,716623,720643
595502,85240	413566,80630
4470	4469,551261
4498,549366,565555	265300
296237,614376,614738,614739	1718959,814556
551261	293194,614532
1327113,70365	638334,70365
1824075	614369
190780,409213,409214	228679,243705
287069,577204,9475	258400,446860,554718,554719
51926	895215,895829
148419,292356,295895,69044	179094,530225
206352,555071	1346490
565321	1268941,822182
1718944	1718974,531658,895623
1780,23455,24108	70365,894791
100158,1853702,710454	388617,66227
305916,551745,555508	1290385,1587862,1854275,639177
1719298,508129	1094753,1718764
555133,9435	292612,856265
1719299,554790,669520,9524	554789
1326868,547539,651110,651111	554702,789506
614552,894465	350357,555383
1239,49633	614333
1448653,415227,793716	555459
430569,7768	551196
229707,894765	1718777,759884
143578,341651,614631,895796,895797	1322706,270980
177981,210697	177981,210697
1966	407448
554679,9218	531746,554521,555094
531505	145126,614715
1021685	511018,551883
1462277,314749,404167,56246	337102
529881	292356
1915870,554407,554479,577120,8918	1124914,1327662,258385,314749,426542,500946,550131,554838,8882,9113
299518,4502	197931,531718
258391,549365,549366,614376,614377,614463,614464,614465,614466	37098,554864
529928	529928
439196,554863,93996	155634,856320
1327653,1680587,549775,551082	464257,555462,555463
537156,547611	131933,267825,267827,268039
1239,554744	1623849,1854454,205765,554880,867250
2191040,942740	571803,614325
1431260,4498,554714	68612
614412	193951
531821,554906	9053,9070,9307
394686	466966,531744
56158,614650	215704,651364,942993
547093,555217	328501,50383
529881	614539
182672	1280441,1719351,554906
173177,210696,404161	1377506,83219
289462,554633	1995698,34193
1564478,1719118,491506,9430	169369,394686,426542,8702
1430104,853912	4701,4790,534309
229707,507132,554401,555102,555103,894765	155634,155635,856320,856321
525352,614376	1346395,576956
531849,8744,9197	1719400,69043,9053
1150550,23683	1057521,23683
2008901,856245,9435	1225887
1408671,833038	333718,73991,786391
1503,69935	1327439,134794
1997483,554737	8908,898251,9150
2176825,554559	258394,314749,614491,614492
491840,550890	1327507,1327508
779707	179094,43268,856413
181756,314733	314733,49166
4498,549366,565555	1909512,79426
258392,507061,550131,550137,554836,554838,555078	229707
555080	314749,404167
654409	138481,413072
1473832,158480,1624071,507061,550137	1327155,172108,533360
284289,535658	1668887,555383,8719
555462,9248	21665,263001,353773,70407
439196,554863,600375,70652	439196,554863,614381
15332,555459	229707
372260	9361
1665032,350357,446747	182764,344887
210660,554539,588188	239829,50383
565898,895069	308155,550961
1124914,1402986,314749,500946,507061,555275,8882	183767,555361,555362,555363,9197
23455,629134	1006134,339713,374587
402232,554461	402232
292356,614473,8744	549174,971029
171858,490646,554865,614392,9215,9430	171858,614474
296237,547266,554809	1157532,554729
18691,681886	226330,23423,23776
1901,510831	807738
1478451,595076,85240	1095055
814133	171858,614474
913047	1718867,1718868,39650
4489,449888,554857,554902	4489,554902
531643,69044	328005,554642,9215
176780,176781	268275
536497	638142
372260,894717	806554,8908
437505,554563	1327827,174601,221115
1452,554555,807921,807922	1358834,535658
402232,554461	293349,5046,53994
547852,555388	215339,281120
778828	441319
4524,555060	1528691
258392,507061,550143,554838,933645	1551313,550131,550137
1378934,570783	1343900,291186
635050	600334
441249	441249
180880,550222	180880,1863798,529635
1188805,534461	179829,253751,263970,34949,534461,555058,65269,69043,8744,9097,9197,9290
1624034,232286,550034	1327588,299518,4502
1402037,328280,498009,531821	1718804,555041,555293,8746,9053
1288616,8807	9361
531643,69044	169369,258394,554397
305916,507167,550240,554524	228679,322017,381859
781707,894644	296237,507004,554808
547744,565191,565744	547746,565446
210756,258332	25084,581709
1310986,2190904,281066,308478,8396	1260588,1587899,1969066,1969067
491365,614562	1279787,554595,614669
135039,460963,72870,971436	536946
554754,635603,813774,9683	252043
426511,529368,551894	446860,703447,856339
1853703,388902	1428288,160165,322420
652980	1218495,36473
491506,555041,614358,8807	337102
66952	73912,805708
160363,814202	293211,565459
23957,23958	1995467,23957
614443,614444	13349,152235,206889,7324
549420,894900	18600,65217
18485,531622	572777,70775
160799,200163,565899	322002,328605,856225
