149,261649,437413	149,261649,437413,8924
517718	195350
129554	238156
157842,28067	397162,517792
237288,302875,465668,465670	465668,465670
311992,66170	66170
69157	246651
1101545,179116	134209,329766
20746	103336,232172,437405
92198	6749
132963,24174	471616,8969
1020618,546948	1020618,546948
157941,483169	157941,483169
470925,61479,8488	454289,8397
311992	471088,8876
464948	4772
378317	134707,517801,70779
148440	105278
1140751,138088	340147,69360
64546	48666,517859
492845	378849,568789,65950,8217
1124522,1178262,239589	1124522,1178262,239589,254039
232156,471716	261128,471366
172773,191245	166831,206871,260073
65629,65632,680497	1138987,65632,680497
1353548,8906	465595,471354,471371,471372,517668,8906
1252182,224753	224753
471654	133807,293721
206790,70814	48666,517859,517860
166748,429728	471140
1021713,198325	547873
470971,471616,8873,9065	1106642,164346,232167
1352218,1352219,1352220,1352221,989239	34761,517744,53013
24607,451938	148,261649,261749
467098	105728,470972,559273
24308,79641	374955,471471,632106
291414,47489	147833,454604,471266,471267,47489
1087343,1087344,1577,44300,466247	1577,466247
261649,384579	386267,471524,705723
308408	281715,281774,452998
658819	48666,517860
8906	147833
471140,673280	378317
467315	13620,735795
705719,81172	115512,730660
1353198	62365
465160,471378	260104,395233,8595
1008301	1554504
371598,476927	160080,200218
402588	402588
247636,466329	471384,517656
120368,157491,337162,471671,479330,872315	120368,471671
279858,4291	232162,4291,471077,8781
598084,73778	1064343,147833,352694
53013	120324,517873
517862,7514,775564	261649,384579,471045
1352403	124240
130470,517869	200371,92198
1141480,468189	1452898,354174,4498,465282
149476,474027	147833,216368,56884,687581
179020	279858,559269,736484
206678,466981	1690853,471616,517665
246839	232172
148292,735730	4333,466981
236223,252969	705719,81172
14758	14758,160194
153916,471090,68011,8936	122460
35073,454604	1145,705773
198246,517686	33560,4337
153916,471090,4772,68011	153916,471090,68011,8936
105729,483769,645226	105728,645226
327037	1453400,550566
1019822,1142346,216375	1680,3443
1141440,1141441,120324,38458	471384,517656
1186530,1360473,163740	124906,163740,264575
48675	147833,4307
472807,56281,735881	660338
686367	200371,92198
456360,794305	471059,507436
47663,55355,93500	191265,3804,397479,517743
239686	143060,8426
1204553	124240
291414,341225	156887,81205
1139089	1139051,1139089
1166,792106	311852
262288,740118,791301	291414,4615,512479,6722
164449,75611	1154392,374995
13775,667806	13775,667806
1556037,559269	62390
187887,208296,237043,465999	1063982,8906
35073,454604,705773	1145,705773
1353145	237044
479333	453016,466981
3791,4340	105728,374995
517769	467586,467590
1520,232167,261649	9300
309213	8426
8873	437405,46610,46611,471595
434487,8585	3443
27785	166589,471140
134343,340472	4613,74366,8720
24661,286667,443391	286667,443391
1138928,654407	155460,340472,62326
115512,228166	242257
1141546,452982	171660
484727,593454	103336,232172,437405
247545,466980	4333,466981,474220,517641,517642
47487,569069	120368,471671
4333	147833,470979,9108
467504,485687	143060,467504
1101889,388486	1386598,140766,905893
471136,64575	45473
129597,534565	8873
1036967,1257251,1453089,537308	1036967,1257251,537308
452982	1353225,303285
235600,246839,484342	93506
124906,1360473,163740,264575	124906,163740,210087,264575
4507	155758,8781
66129	1124315,470984
536624	536624
256886,517677	517855,92666
4333,466980	4333,466981,479585
137257,483762	105728,483764,778044
261649,8873,8906	167644,471601,471602,471603,8855
134343,471360	206808,434487,8813
166599,236828,286995,907641	35072,444191
4337,472962	4337,472962
416783,68429	1104973,1452941,1452942,236223,416783,469161
474208,4850	134211,154860,162970,260057
479585	517645
154637	154637
1029767,48747	122460,74756
1313889,280263,466307	247177,506750,73423
471219	272376
41835,8855	452992,467590,85053
31951	1308610,8595
256886	1060639,242937
517705,8426	498440,736009
1690725,471067,8906	17765,517649
147833,470977	736721,964787
130658,164449	130658
1356,632377	1356,471051,471052
279858,361104,4291,489077,547870,8781	1452716,547870
298333	298205,298333,791932
264338,452973	1064312,452973
44963	155048,158202,272376,485287,705693,705694,705695,8906
155048,253232,472813,912683	260104,395233,8595
208198	156887,3443
160657,4850	42508,8855,9059
151773	4324,443391,471250,9108
252969,470986	1426781,1556111
191371	851115
535227	465668,465670
179240,201102	242937,714657
546588	381926
736223,81172	705719,81172
452256	286667,443391
4333,466980,737029	247545,4333,466980,466981,474220,517641,517642,517700,517701
39388,45343,52889	465668,465670
359191,359192,517742,542834	155758,8385,8781
24661,286667,443391	286667
1027569,466725,467588,467591	31951,59929
1078346,206678,429728,687725	388880,471217,471616
236223,359057	289497,452152,506736
166748,4613,74366,8720	156217
517871,8906	4333,569124
8873,9065,9300	157842
355325,78676	355325,78676
381882,591414	6710,7514
340472,62326	1064169,122664
359192,569749,736454,989239	471558,517862
359192,359193,471670,928380	142173,359224,359226,359227
245435,32368	291414,47489
15420,311992	171660
59733,83050	59733,83050,891700
148622,469051	176014,511053
45970	336504,6465
288884,471674	331957,59635,66122,71629
149697,471088	388880,4324,471217,471352
548742	1138036,471119
454289,470922,471563,8873	1138994
1483970	455785,9994
1154436,1633215,266359,325868,356134,356648,466426,672391,8855	167644,471601,471602,471603,8855
153916,471090,8936	128430,46802
127615,736787	764604,90672
309122,548081	388880,471217,471616
470910	254039
466939,506727,517762	661181
232330	518172,565146,9059
453046	647630,689064
105729,483769,645226	105729,1178211
311992,368095	550566,736004
339106,503645	44383,8703
78886	4333,466981,479585
378317	305169,8509
9718	20757,8378
420407	384449,465711,556132
468982,471378,48964	517717,8562
157842,429728	471003
1127371,191372	191372,388154
121506	191371
368178,4358,866883	368178,4358
469161,9044	44383,8703
147833	134682,631696
414703	155758,8385,8781
668880	467964,479338
471142,9070	1577,246903
354840	104,148735,160657,1837,4850
484852	466131,623172
471140,673280	471053,79041
336504,479323	465668,465670
340472,506745	1680,3443
1141549,615855	467964,479338
1110088,48940,49253	65181
466232,466365	471392
466321,965284	209961,237043
174836,334846	1068214,9148
517689,9619	237044
453032,471486	143060,155758,8781
25620,25622,466143,60401	319042
452256	286667
1452690,166599	487650
192758,224526	437413,548774
129227,852824	129227,852824
473900,6446	465668,465670
465634	1104973,1452941,1452942,236223,416783,469161
157842,429728	429728
199483,47569,484378,70666	240755,280378,70666
103336,517652	103336,90589
1284082,210087,4814	427281,471397,705793,8595
467065	547870,8781
3563,449597,868576	39583,64429,8807
12210,503193	12210,192821,503193,980454
471003,73	471003,73
471145,8585	340563,471470,62242
1336675,470873	470873,484461,517795,517796
29983,437405	147833,454604,471266,471267,47489
305157	305157,8509
79449,892353	20747,261759
120368,1407230,67881	120368,471671
264462,667448,667483	149869,282333
546734,602942	221351,24162,466825,8808
105728,15420,157729,470972	506940
1148996,285926,68395	285926,465187,68395
485287	129905,147833,705831
1491768,47462	206871,670189
470975,66129	1064271,1064272,1064273,467299,467928,470974,470975,66129,8385
103336,1106787,318016,437405	1622,437405,471364,471595,471655,9109
452956,66487	138307,1593,471100,754811
1068245,8945	298444,381926,792241
216385,488821	682038
347823	1064342,465404
359225,469194,6446	185274,386267
772097	3804,517842,85177
78734	471392
117472,47618,48761	117472,43665
47462,738415	471616,8969
471140	159264,24929,437405,536554,9300
8906	1356,471051,471052
104128,1101906	471360
69436	7214,93500
236675,466714,737000	989266
1124331,517835	232330,517678,517679
268969,304067,7542,83839	105729,603449,645226,83839
517799	286619,471384,679815
256770	23973,8712
1453340,572202,647216	156144,1577,466247
1592417,1592418,256590,354174,468617	1596128
4850,673553,770657	4850
158743,287950,603325	243630
171660	402092
668936	8873
388880,4324,471217	103336,9017
244974,794215	12210,428833,523235
517626,9065	165878,232171,373221,391555
429728,47489,8873,8876	471546,8876
268969,67878	331957,59635,66122,71629
736992	1064150,466226,667147
1251700,190879,269082	1251700,190879,269082
792123,8595	1124522,1178262,239589,254039
437413	121555,479799
30623,41217,414714	470938,8595
24084	286667,443391
4324	154637,180910,645226
1124318,422427	452868
542839	194345
254039	3443
1224912,165117	165117
149060,230867,474211	517769,65625
1145,35073,655468,705773	1138902,254039
469161	469161,9044
10012,302988	124240,302988
1577,246903	6801
517819	122460
32436	164346,471376
471378	261649,468395
18376	18376,37514,466707,750093
286619,471384	239589,254039,8179
245435,32368	24968
329650	1353597,464934
479490	105728,15420,157729,191088
157842,28067	1063958,28,454289
191379	158910,191379,473109
517804,53013	143705,517804,53013
8873	206678,466981
8906	705797,71608
453016,466981	471489
191241,66584	105001,81143
468792,468793,468794,468795,468796	1556139,340089,468792,471053,471311,79041,9248
1164285,437413,465160,470905	143060,4358
28192	260095
120368,255399,989404	120368
288884,471674	120368,288884,471674,890969
453266	175140,679920
453032	122460,517818,517819
1020925,1141085,673295	465707,469618,517757
1064300,1064301,8585	1020727,8585
359192,703962	232167,261649
388880,471088	389034,8765
466982,471555,517835	1336699,1336701,1353115
1095198	517612,7214,79879
454710	470955,470956
1452753,3425	8398,8924
68828	9300
452992,658497	658497,66122
122460,198201	122460
471179,471180,8906	276871,92641
152304,479738,479739	6710,7514
468452	465668,465670
9108	318016,473941,473942
115512,466981	218640,46802
143060,467504	13955,256886
603393	47485
200728,200729	200728,200729
471471,736597	148595,465517,81172
49902	375475,471239,49902,8562
261649,8873,8906	8938
381882,591414	30510,957672
1737299	143060,368178,546399
300104	1309464,242949,24968
243673,384449	59635,66122
467315	33989,8720
339072,339073	339072
1036674,1141122,1293065,471161	8385,9070
12122,36707,46802	147833,517780
178056,31316,537414	148,164346,261649,261749
127181,75611	274852
384579	218630
4333,466981	143060,4358
305169,8509	305157,8509
143060,154637,8426	143060,517705,8426
127660	164346,232167,517698
157842,190821,745752	8873,9065,9300
165640,24937	103336,379315
250644,791996	421964
242257,673840,8945,968996	470938,8595
261128,309090	588280
124240,175344,232165,356313,471081	471557,471558,705815
451931,470889	388880,471217,471616
1028737	198201,465711
1185721,1255298,161677,437300,466121	465668,465670
255438	91949
166668,190973,245435,471690	61537
92666	11355,286627,92666
465502,471100	1593,2095,243671,964884
185907,44433	1064391,69436
48940	185274,386267
471456,8906,8938	367628,8595
8488	8397
31332,31428,492602	6710,7514
272007	156144,272376,466247
1257740,465668	465668,465670
134343,471360	434487
147833,149697,434361,471266,471267,47489	147833,434361,471267
421964	569991,686501
1577,246903,488612,548080	1577,246903,548080,645847
148734,182221,76527	1149074,242937
1075011	465668,465670
155455,268969	268969,4680
319526	17029,224753
268969,67878	24156,268969,503645
182426,382288	120550,1264438,1264439,1503436,1503437,1503438,1503439,382288,69140
120368,285915,288884	471489
1138984,1314049	1350934
1220785,308408,818021	175140
311992	311992
181719,465878,466795,546510,546511	388880,471217,471616
157491,380213,444639,452988,471223,471384,471671	380213,452988,471223
288884,471674	247177,506750,73423
156662	492545
517816,517857	379313
78676	412629
1433046	1240012,1240013,465027
493143	131325,29982,493143,933162
603393	470924,470925
3443,354292,569613	1078256,1312,226056
65997,703992	65997,703992
143060,467504,764750	1138986,1439,20753,517790,897746
548742	175140
236223,359057	129227,329766
517682	1439,20753,378896,517790
200727,8855	471059,507436
470984	66129,894456,9038
243673,384449	232172,437405
178065	14758,517655
134343,471000	333096,471360
232167	232167,8427
759994	1452733,1452734
232167,291414	291414,4615,512479,6722
454904	517665
148390	309588
7804	154878,157538,24427,28067
537171,65629,65632	537171,65629,65632
1520,70779	159264,9300
14758	14758
155048,158202,272376,485287,705693,705694,705695,8906	260104,395233,8595
397162,517792	103336,232172,437405
105728,15420,154637,157729,470972	483760,483761,8509
9070	1240033,288884,471674
437184,465573,465760	485079,485080
147833,260846,262606	1027594,260846,359246,465677,548098
143060,907300	444683
471223	15420,506940
232278	454866
569535	124240
147569	471140,673280
309535,96277	309535,96277
484540,923295	781214
166748,535198	159264,411369
191323,733321	454289,8397
471484,559269,8781	1353225,303285
114,370404	1064344,41981,536328
452992	31490,452992
555964	555964
4850	4306,470957
152098	518172,565146,9059
86952	310236
1009007,1064010,254039,437379,8179,92641	239589,254039,8179
313054,468681,736906	465707,469618,517757
285889,735870	4337,472962
105104,504661,506771	345365,374973,465517,81172
132963,340563	84166
103368,467589	147833,470979,9108
452982,470910	31951
1172751,1172752,15420,157729,51556,847355	18376,246651
1556151,68401	483807,570602
470971,471616,8873,9065	65692
166599,980342	166599,236828,286995,907641
128430,46802	46802,48675
679698,70041	1064343,147833,352694
138999	256894
20757,8378	467648,47489
268969,280195,67878	268969,280195,67878
1352783,314723	16657,35073
1240036,470974,470975,66129,668209	1064271,1064272,1064273,467299,467928,470974,470975,66129,8385
8873	279946,9017
1155685,152486,165824	1139145,4324
272376,4306	466825,47635
470971,471616,8873,9065	232172
147833,1690686,437462,488864,8709,8873,9017	147833,488864,8709,8873
1549647,456376	336504,6465
64959,65294	256298,8488
1680,24714,3443	1680,24714,3443
147833,279946	279946,9017
355789,489077	104347,166831,17020
264285,367972,735726	386267,471524,705723
470875	255438,466981,517813
129603,141947	153549
127181,75611	218615,218949
1010915,1556153	1353544
4324,9109	103336,9017
164346,474220	164346,232167
209065,62389,62390	191047,191048
471059,474220	150581,471059
232350,680141,752984,784250	28031,324247
3443	247611,705786
1166,471175	1166,1319760,889832
1076368,1573	155758,232167,470881
147703,378845	9074,9075
137920,703842	483807,570602
1064358,242257,8945	242257,471595
132963,24174	1064391,69436
154636,517805	154636,517805
465472,81647,8873	232167,279858,471088,471717
232330	480976,8855
1139465,703760,703805	45271,517829,517830
384832,517765,517766	124240
200729,291414,546363	318016,473941,473942
479704	166589,471140
8873,9065,9300	517682
4358,467928	4358,467928
35073	7214,93500
312494,97331	312494,97331
1212912	517649
191371	191371
7214,79879	517612,7214,79879
149060,230867,474211	1009986,15120
1064358,242257,8945	242257,46610,471595
260095,453064	104933,1078138
327037,466981	232156
1402691,1402757,213369,466991	105001,81143
24937,67961	20757
289472	517702
64546	291082,386375,393953,705816
492107,772273	66170,8813
311992,977618	311992,977618
1021112,1021113,988804	120368,471671
8426,8855	164346,471376
147833,4307	452137,8855
1353424,386267	1439,20753,65629,65632
159264	159264,9300
165283,44775,487527	165283,487527
1097876,1178802,1562838,191323,738565	454904,471221,79041
7815	356265,547496,7824
150829,7765	286667
338537	1556151,68401
258522,470972	166842,4613,667724
1063958,454289	1063958,454289
8426	158910,31387,9059
794330	149869,282333
272375	103336,232172,437405
479338,479439	155239
155239,422189	1063933,66129
14758	9044
493066,536287,772039	379313
1010082	1166,1319760,889832
1789,536974	471140
105728	7214,93500
452982	356313,422276,452982,467579,467581,467583,467584,467586,467587,467588,467592
467504,8426	422083,47489,8938
178544,88978	66358
9070,988714	9070
465160	302988
254134,260104	254134,260104
378859	14791
147833,47489,8873	134707,488799,9017
31332,31428,492602	30510,957672
488636,66129	233547,260104
1064010,254039,437379	1232,1236
137949,45271,517830	1036549,471558
15420,4333,471000	380213,45970,471223
359192	157491,421909,740126
244576	245435,286984,679418
3791,4340	3791,4340
340968	660338
467043,468681,736047	1064236,517609
213832	660338
327037	198246,548174
298333	155758,161377,164346
218640,46802	122460
150224,81228	397162,411369
647498	453057
148004,517610,64604	1353349,309074,384515,488636,606466
471058	1283903
359192	359191,359192,517742,542834
241342,8898	20753
466707	466707,646026,792745
1145,1353605,1353606,654243	1145,654243
370110,471128	4358,705807
156887,81205	10826,291414,4615
79574	471419,506734
47489,8873	291414,47489,736484
199530,484852	9044
474220	327037,474220
232165,356313	471179,47488,8906
20751,20753	20751,20753
361105,378888,517615	113813,361105,705642,705643
20757,470955,470956,471088,488520	216369,434361,437405,437462,453014
39649,7492	39649,555884
8397,9300	164346,232167
467504,8426	291409,705686
260095	395504,470908,95331
198302,367970,449615,449616	449616,623172,705799
245435,32368	1139128,95331
1166,8906	116837,340472
772432	42508,8855,9059
166599,471003,64575	270720,471558,517630,517631
361105,378888,517615	113813,1316799,361105,378888
437853,465677	455892,736930
1404948,242257	242257,890048
182101,259624,279857,471065	182101,259624,279857,471065,471066
235600,246839	465663,8488
388880,4324,471217,471250	305159,434487,8813
1091548,361105	361105,378888,517615
4324	216369,434361,437405,437462,453014
147833,260846,262606,279946	147833,279946,470936
4306	1078138,1353236,431242
1077274,339072,471101,756748	682038,714498
226056,467353	163740,61549
988710	34481,983152
517853,8385,8781	469161,705765
517702	1124221,336275
429728	115512,466981
167644,471601,471602,471603,8855	452137,8855
493012,736501	775380
736173	129505,134009,291414,4615
147833,261649,384579	147833,454516,47489
465296	302988,517662,517663
120324	117811,195386,195473
1172739,1172740	453103
34481,367972,48675	206678,8426
340011,466978	466978
1028062,1353612,468739	243700,259859,74674
160150,340563	434487,8585
466981,517642	147833
8855	471059,507436
272376,340126,471562	261128,705675
47488	147833,292240,352694
31951,6710	303285,31951,361104,559269,705672
127660,451498	465668,465670
9044	23973,829329
737025	483756,713607
35073,454604,705773	206875,20745,465187
20757,8378	20757,8378
303285,31951,31959,471485	303285,31951,361104,559269,705672
261649,384579,471045	156144,1577,466247
243673,384449	311852
103336,437405	388880,471217,471616
453032,470945	468556,517680
232330	8426
34481	34481,983152
44410,675682	206214,260124
1048787,199530	175140
1353237,232162,302208,325868,356134,356648,379313,466425,471323,471324,471601,471602,479772,8781	470881
35073,386267	479799,62242
339529,61479,8938	8938
384381	1261069,1453120,1453121
1100402,286619,471384,517626	120368,471671
103336,507543	103336,507543
466572,466573	185274,386267
556120	397162,411369
396429	466978,517720
150542,246839	685407
1116942	305132,470938,471397
429728,465472,8873	429728,471616,9065
360333,479604	155239
31950,55518	1068205,1068299,1068322,300103
103336,241342	241342,8898
31951,453032	471485
1544751,165117	1556239,467590,59635,66122
206678,388880,429728,471088	1064386,160080,200218
547077,547078,547079	375544
1100402,286619,471384,517626	120368,471384,471671
1353597,464934	1453408,237044
1100435,1138079,1352783,1736993,1736994,314723,471133,9065	466939,506727,517762
437405,556031	388880,471217,471616
466075	309175,466075
324206,355963,602966	200728,200729,3443,451058
28192	92666
232162,4317,471324,81169	232162,4317,471324,81169
92641,969837	1690824,59219,8427
254039	340424,421933
470876	134009,291414,8703
175605	471558
268969,304067,61049,7542	24156,268969,503645
534658	453016,466981
465296,471180,8906	8906
517856,59733,78185	146746,78185
427281,427282,4333,465160,471654,923194	128430,20745
182257	32436,8855
471003,64575	206875,20745,465187
1064273,4358,467928	1064271,1064272,1064273,467299,467928,470974,470975,66129,8385
468681,736910	147833,266303,470922
471074	517748,65181
488636,66129	240711,335022,705683
705719,81172	368178,4358
171660,259624	1426781,1556111
1793,1858	3443,417533,793733
277101,367972,370084,67881	167644,302208
59635,83838	171409,59635,94309
134009,291414	134009,291414,8703
1087289,327037	261649,471702
471160	4333,466981
467867	488636,517655
794500	1217695,452990
471595,517816	1166,368661,387961,86543
47456,539443,779394	105278
327037,880866	8945,968996
1138986,1439,20753,897746	1439,20753,65629,65632
471616	517665,8712
465663,8488	4358,517632
264338,452973	452855,503578
1120085,1120086,1120087,1120088,467867,471666,61380	155758,8385,8781
1064386	242257,471558
258334	16657,471136
232172,437405	471222,9108
469161,8873	243673,81205
105728,1154392,288221	1154392,374995
165640,20753	20753
517626	165878
210087	471059,507436
41835,8855	260104,395233,8595
130469	1270111,14758
471088,8426,8876	4317,47489
1141864,1141865	81169,8945
43036,469161,699450	1068246,279858,303285,467582
129482,1314109,1352890,907338	1051102,1596214,162479
147833,206875,260104,35073,467059,471187,79041	1087348,260104
568484	372612
4772	156144,272376,466247
122460,566441	122460
569111,772050	159264,411369,673649
61380	251578,647216
21597,391217,517759,517760,8610	191131,318016,620069,7527
205852,416783,48749,736173	1068277,381926
35073,655468	1577,246903
103336,517652	103336,517652
465365,474287	220334
1317686	353774
236223	1104973,1452941,1452942,236223,416783,469161
152552,152554,90776	129227,852824
208230,3879	153549
159264,9300	1438
1139052,134713,1690529,8906	92666
152098,473851	163740,204324,40947,452036
452855,703992	104128,1101906
8873,9065,9300	517665,9300
1119358,476901,852620	20751,20753
155758,232167,39274	157538,28031,51335
372612	1353656,372612
1141546,452982	205853,232279,471633
166815	52395,94144
193060	309213,8906
451668,452961	129505,134009,291414,4615
429728,471616,9065	206678,429728
27809,543064,992771	1805,454289,81618
286617,569799	517799
9300	379313
199530	1063927,1063928,140868,140869,191342
471088,471252,47489,8876	547813
127660,451919,517670,772675	24473,473679,9059
121601,1577,466247	122664,6801
206678,467504,8426	129505,134009
1064179,8676	437405,471595,9109
517871,8906	78782
1124200	517767,5347
8945,968996	309213
68541	136609,193296
302988	1064277,232162,279858,370110,429557,467582,471201,8562,8781,912010
467928,66129	536058
198201,28914,465711	64960,705691
200728,200729,3443,451058	386860,388486
20753,90589	160194,206670
456360,794305	92666
272752,34481,479490,983152	34481
471003,64575	1353238,1353239
305132,471397,792125,8595	305132,471397,792125,8595
147833	572202
7581,7745	9044
17765,517649	92666
471616,517682	517682
546588	1305198
129476,64575	1047258
1120174,354322	1283939,187062,298428,470972
195473,268969	1172520,35072
344386	63039
1101889,388486	237044
81169,8781	179665,242257,81169,9062
1139052,134713,1690529,8906	8906
1140672,1140673,853118	1140672,1353370
264375	311852
8720	166748,4613,74366,8720
470974,470975,66129	259859,384449,66129
113953,244974,7539	319042
359192	206875,20745,465187
1148996,285926,68395	1690947,68395,987727
467097,468783	466981,517642
451668	282333
48749	507029,689099
517856,59733,78185	150054,286057,453042,453043,453044
31957	471059,507436
46437,79955	148004,326873
467580,470910	517649
486642,988718	1087785
232153	166589
15420,154637,470972,470973	291414,4615,512479,6722
191379,23992	3163,46437,668247
317874	124240
39407,421968,422085,993162	465668,465670
206843,228064	658497,66122
147833	109641
479585	8595
517718	4333,466981,474220,517641,517642
456360,4884	150581,471059
891549	465668,465670
421358	1536,374973,470983,793543,81172
1101909,74426	1035013
264285,32117	6710,7514
1142251,293536,469436	120368,471671
1163723	1439,154636,232162,311992,46802,471616,47489,81172,8585
471354,8906	48666,517859,517860
9065	32436
1453166,154636	1078138,536743
285915,408339	34688
1317,246967	422204
267497,791823	1439,65632
1163343,1164260,1164625	124240
302868,467448	1240015,454904
1439,20753,65629,65632	122664,6801
132887,681924	310236
141070,8457,8466	160657,230820,254179,29959,4850,537327
242949,24968	24968
260104,395233,8595	260104,395233,8595
232162,8876,9017	165878,232171,373221
134071,2095,632114	291414,4615,512479,6722
469161	469161,8873
1439,292221	1439,292221
155921,305157	245435,471690
419390	375544,890179
1353077,1353078,392363,4333,471159	4333,471159,705661
1167255,1554526	1184573,242949,24968
247644	261595
156217	166748,4613,74366,8720
14758	113813,361105,705642,705643
274508,454773,471399,9119	792123,792124,792125,8595
65997,703992	65997
474085,517649	1439,20753
1164821	127019,261128
1019636,1019637,105383,615412	1036120,209613,447931,628607
1186530,1360473,163740	163740,40947,452036,61549,881603
242949,24968,470972,470973	242949
452973	6749
232162,279857,471323	1353511,232162,81169
70041	8855
8385,9070	128430,20745
388880,4324	437405,556031
255438,466981,517813	4333,466981,479585
113953,244974,7539	12210,428833,523235
8906	338577,419378
122664	291409,705686
9300	387310
1063562,15122,471359,8807	15122,1690587,460897,471359,8807
367970,449616,705799	341208,449616,466131
191323,484257,80636	281715,281774,452998
166589	200727,3443,417533
1050798,355325,78676	1050798,355325,78676
70814,70815	242257,471558
272376	272376
1064354,84166	130469,305159,411369,8585
21134,476006	31610
216369,434361,437405,471252,47489	388880,471217,471616
1120082	467582,547870
182426,410972	4884,65294
1164285,437413,465160,470905	255438,466981,517813
164449,75611	4507,704612
1275521,1566005,1566006,157491,444639,740112,740126	120368,471671
1106731,537171,65629,65632	20757,8378
206875,23955,373150	68429,705715,8945
4333,466981	437413
1020699,468452	8906
45970,7765	380213,452988,471223
368178,4358	155758,368178,471676,8781
182221,470986	8873
4333,466981,479585	4333,466981
20389	1596186
14758,252969	191379,44383,8703
1690856,1690857,8906	452982
471059	471059
116441,27720,474181	144060,357411
261649,479799	4333,466981,479585
47462	47462
286609	286667,367718
346788	148,164346,261649,261749
9300	1251678,479607,556120
224076	1064019,206871,466746
340011,466978	171660,466978
206214,260124,92637	260095
471088,8876	261128,705675
268969,4680	195386,4680,76527
1024356,245447	1495525,465187
1554279,1554280	333096,471360
1448705,74756	198201,465711
153916,471090,68011,8936	149192,175531,479630,78021
206281,322156,8488	206281,8488
467586	772500
1430581	356313,465160,467580,467582,467584,467585,467591,517736
21134,340472	285965,466483,78877
175209,522799,736499	171363,308454,468973
200152,470972	380213,452988,471223
298333	298333,791932
676483,83091	122460
1149074,242937	1119368,1154296,242937,429728
466939	775380
160657,230820,254179,4850,537327	1284082,210087,37077
517795,893394	988846
128430,46802	386267,471524,705723
178858,378317	178858,378317
367677,8855	1223052,8855
134519	1064342,465404
1035013	434487,8585
9300	268969,280195,67878,9300
1140751,138088	1145,4358
311992,66170	1063987,756542
329683,338538	1352699,475928
148389	1240032,148389,285915,286680,852602
108343,154533,175833	108343,154533,47108,536241
206042,471059	206042,471059
166599	16657,471136
1019909,193144,560768	6801
736487	465296,8906
485006,485007,485008,59344	176752
130360,53013	517828,53013
4358,471431	705797,71608
492026,794142	411369,479607,556120
454903,4613	339343,4613,48687
517702,780774,926497	517702,780774,926497
327037,466981	340246,62365
157229,471641	128430,20745
17765,517649	1063956,1063957,1405
157776,479627	451668,452961
1353629,471074	4333,471159,705661
476927	705652,705653,91949
1064291,1078383,1078384,48749	1064291,48749
45970	134009,1439,794539
312360	31951,6710
191299,191300	62361,62362
280263	154637
44433,9161	158910,191379,473109
24652	74366
258334,736453	129911,232321,489846
153916,261713	812333,8936
471163,9148	9148
1028764,134998,471476	1554267,772070
517733	120324
79764	270720,471558,517630,517631
555964	200371,92198
124240	117811,195386,195473
1064061,206790	1064061,206790
471100,569613,802621	1407268,251571,791926
155758,232167,39274	164346,228166,237044,33073,352694,471376,61479,64960,8426,8765,8855,8938
156144,1577,466247	156144,272376,466247
24048	1035013
8906	8595
340147,340218	302988
163740,40947,452036,61549,881603	1536,374973,81172
289497,452152	289497,452152,506736
1068216,1353225,1491394,252482,303285,434394	1353129,303285
361105,378888,913170	1154406,361105,378888,6689
1138018,1138019,471067,471373,8906	464732,735996
1690713	452982
469194,6446	1453391
384872,471090	61479
422083	166589
534587	4324
84166	340472,506745
471419,471562	14758
259624,279857,471065,471066,471280	1068305,1353392,1596097,305157
137897,408536	116677
1078758,178544	66358
321289,555964	206214,260124
467928,471032	1064271,1064272,1064273,467299,467928,470974,470975,66129,8385
150829	1240035,157491,337162,471671
134209	1251619
40818,496534,793485	40818,496534,793485
155758,232162,322156,8781	4197,8765
1027514,1948,673347	16718,17765
9070,988714	185274,386267
1691022	517718
1323870,134716,33402	1016141,867673,868030
470925,471471	8938
469018,517640	469018,517640
151846	517702,780774,926497
161591,397162,506734	6749
261649,471088,8426	1353080,261649,437413,488821
7765	1309463
340563,471470	1680,24714,3443
517854,8873	517702
236223	1063930,1063931,311992
31428	32436,8855
32721,465926	137164,363022,394476
1029105,4850	471140
53013,53014	187606,53014
187606,26524	187606,53014
258334	175140,283823
1353297,1353298,4333	1546612
4306	517778
46802,471384,736020	128430,46802
451668,470876,8873	451668,452961
172773,455368	191379,44383,8703
14758	8426
517704	166747,812160
206875,285926,68395	298205,298333,303285,31951,404355
1255357,271310,993152	465668,465670
469161	357429,37514,8703
256886,517677	279858,467582,471239,8562
1138103,232162,279946,302208,470936	147833,279946,470936
354840	395094,473883
129505,134009,291414,4615	291414,362148,78673
1520,191268	488636
52889,989227	153549
471161,8906	153916,473663,479616
1050149,11038,134209,20542	1593,160884,2095
232156,429726,8397	470881
179020	134707,517801,70779
1060587	1060587
384832,517765,517766	517718
1078514,479583	1078471,158359,269388,7537
125603,286617	286667
1439,65629,65632	1240018,471431,9070,989266
267497,791823	200728,200729,3443,451058
47487	155758,161377,164346
335397	372612
1448705,74756	123623,153380,327037,338577,767786
8906	465160,467582,467591,517710
645899	155758,8385,8781
263182,517864,632998	263182
143232,254179,261717,355995,474041	261783,28434,450766,86802
1240014,157491,337162,44314,471671,569069	120368,337162,44314,471671,569069,751390
680512,70042	176014,511053
45970	120368
159264,166589,471140	200727,3443,417533
1021596,92641	115512,228166
8781	143060,4358
